City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
43,Wajima,JP,45.91,clear sky,37.4,136.9,Wajiima Onsen Yashio
45,Bixby,US,52.75,overcast clouds,35.942,-95.8833,Shadow Valley Community
46,High Rock,BS,80.62,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
47,Esperance,AU,62.44,overcast clouds,-33.8667,121.9,Hospitality Esperance
48,Souillac,MU,79.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
49,Hermanus,ZA,62.8,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
50,Cape Town,ZA,70.21,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
52,Gizo,SB,82.08,light rain,-8.103,156.8419,Imagination Island
53,Manggar,ID,81.93,scattered clouds,-2.8833,108.2667,Guest Hotel
55,Anadyr,RU,30.7,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
56,Talnakh,RU,25.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
57,Sao Filipe,CV,71.91,clear sky,14.8961,-24.4956,Hotel Xaguate
58,Ponta Do Sol,PT,74.03,overcast clouds,32.6667,-17.1,Hotel do Campo
59,Victor Harbor,AU,73.69,few clouds,-35.5667,138.6167,McCracken Country Club
60,Sao Joao Da Barra,BR,78.89,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
61,Marawi,PH,68.68,broken clouds,7.9986,124.2928,Derogongan Residence
62,Port Lincoln,AU,66.07,broken clouds,-34.7333,135.8667,Port Lincoln Hotel
63,Mazagao,BR,89.65,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
64,Codrington,AU,67.28,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
65,La Palma,US,63.03,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
67,Mackay,AU,67.98,clear sky,-21.15,149.2,International Lodge Motel
68,Yishui,CN,50.27,overcast clouds,35.7847,118.6281,Nationality Hotel
69,Saint-Philippe,RE,78.39,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
70,Severo-Kurilsk,RU,30.9,overcast clouds,50.6789,156.125,Kak Doma
71,Kijang,KR,47.93,broken clouds,35.2442,129.2139,Samyang Beach Villa
72,Kieta,PG,78.62,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
73,Pangobilian,PH,78.42,overcast clouds,8.8011,117.8594,Sir Brooke's Resort
74,Tual,ID,83.59,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
75,Mersing,MY,78.71,broken clouds,2.4312,103.8405,Timotel Hotel
76,Klaksvik,FO,47.32,overcast clouds,62.2266,-6.589,Airbnb rooms
77,Port Elizabeth,ZA,63.1,clear sky,-33.918,25.5701,39 On Nile Guest House
78,Abha,SA,69.62,clear sky,18.2164,42.5053,Abha Hotel
79,Hambantota,LK,81.23,scattered clouds,6.1241,81.1185,Bungalow 63
80,Grindavik,IS,49.95,light rain,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
82,Siilinjarvi,FI,44.62,clear sky,63.0833,27.6667,Hotelli Sandels Oy
83,Guerrero Negro,MX,65.52,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
84,Huaidian,CN,45.52,broken clouds,33.4333,115.0333,Xihuan Hotel
85,Ribeira Grande,PT,64.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
86,Caibarien,CU,81.72,clear sky,22.5206,-79.4669,La Nena
87,Quatre Cocos,MU,78.91,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
88,Butaritari,KI,80.02,light rain,3.0707,172.7902,Isles Sunset Lodge
89,Nautla,MX,86.72,scattered clouds,20.2167,-96.7833,Casa Blanca
90,Takoradi,GH,78.78,moderate rain,4.8845,-1.7554,Raybow International Hotel
92,Elizabeth City,US,70.02,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
93,Avarua,CK,73.45,broken clouds,-21.2078,-159.775,Paradise Inn
94,Las Vegas,US,77.23,clear sky,36.175,-115.1372,Plaza Hotel & Casino
95,Kaeo,NZ,59.32,overcast clouds,-35.1,173.7833,Bushido Lodge
96,Bethel,US,66.88,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
97,Umm Lajj,SA,77.92,clear sky,25.0213,37.2685,Moon light Furnished Units
98,Mahebourg,MU,79.09,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
99,Smolenka,RU,33.87,overcast clouds,52.1352,113.4974,Russkaya Usadba v Zarechye
100,Husavik,IS,47.59,overcast clouds,66.0449,-17.3389,Bjarnabúð
101,Wanning,CN,77.18,broken clouds,18.8003,110.3967,Paradise Hotel
102,Satipo,PE,85.71,overcast clouds,-11.2522,-74.6386,Bungalows El Palmiche
103,Ilulissat,GL,17.62,light snow,69.2167,-51.1,Hotel Arctic
104,Lata,PT,58.82,few clouds,40.1629,-8.3327,Casa Maquia
105,Mehndawal,IN,87.49,clear sky,26.9753,83.1117,Sarvendra rammurat vishwakarma sadan
106,Muravlenko,RU,20.75,light snow,63.7898,74.523,Hostel Rus Muravlenko
107,Hasaki,JP,41.4,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
109,Biak,ID,76.71,overcast clouds,-0.9131,122.8766,Penginapan Kim
110,Pouebo,NC,71.78,clear sky,-20.4,164.5667,RIVÂT LODGE
111,La Rioja,ES,64.18,clear sky,42.25,-2.5,Casa Concejos
112,Tuyen Quang,VN,65.21,overcast clouds,21.8233,105.2181,Khách Sạn Tuyên Thoa
113,Zhangjiakou,CN,51.04,broken clouds,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
114,Tateyama,JP,53.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
115,Larap,PH,76.66,broken clouds,14.299,122.6504,Montemayor Cove
116,Pathein,MM,80.11,few clouds,16.7833,94.7333,Pathein Hotel
118,Hami,CN,53.17,clear sky,42.8,93.45,Laoyutang Resort
119,Wonthaggi,AU,61.95,overcast clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
120,Bayan,CN,38.88,few clouds,46.0833,127.4,Wanhao Inn
121,Lufilufi,WS,73.18,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
122,Thompson,CA,15.96,broken clouds,55.7435,-97.8558,Burntwood Hotel
123,Lamu,KE,82.62,overcast clouds,-2.2717,40.902,Lamu House
124,Port Hawkesbury,CA,65.89,few clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
125,San Isidro,PE,70.5,scattered clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
126,Nyagan,RU,23.11,overcast clouds,62.1406,65.3936,Rainbow Hotel
127,Krutikha,RU,53.74,broken clouds,53.9599,81.2093,"Otel' ""Endryu"""
129,Encruzilhada Do Sul,BR,67.42,few clouds,-30.5439,-52.5219,Conceição Palace Hotel
133,Cidreira,BR,68.14,overcast clouds,-30.1811,-50.2056,Hotel Castelo
134,Celestun,MX,88.29,scattered clouds,20.8667,-90.4,Posada Lilia
136,Geraldton,AU,68.41,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
137,Verkhnetulomskiy,RU,41.13,overcast clouds,68.6073,31.7962,Отель Уют
140,Laranjeiras Do Sul,BR,69.53,clear sky,-25.4078,-52.4161,Hotel Palmeiras
141,Yanliang,CN,49.19,overcast clouds,34.6592,109.2292,Pod Inn Xi'an Yanliang Renmin Road
142,Dunedin,NZ,49.8,few clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
143,Otautau,NZ,41.45,broken clouds,-46.15,168.0,Otautau Hotel
145,Port Hedland,AU,80.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
146,Fairbanks,US,21.54,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
147,Kenitra,MA,75.96,clear sky,34.261,-6.5802,Bienvenue chez vous
148,Saint George,US,71.26,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
149,Tabou,CI,82.67,overcast clouds,4.423,-7.3528,hotêl doufoulougou
150,Calama,CL,68.49,clear sky,-22.4667,-68.9333,Park Hotel Calama
151,Georgetown,MY,84.13,few clouds,5.4112,100.3354,Cititel Penang
152,Lipin Bor,RU,27.9,overcast clouds,60.2622,37.9763,Priozor'ye
153,Caravelas,BR,79.05,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
155,Siderno,IT,59.54,broken clouds,38.2779,16.302,Grand Hotel President
156,Coihaique,CL,54.21,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
157,Senneterre,CA,30.97,overcast clouds,48.3835,-77.2328,Motel Senabi
158,Angoche,MZ,80.85,light rain,-16.2325,39.9086,Guest House HESADA
159,Gillette,US,36.1,clear sky,44.2911,-105.5022,National 9 Inn - Gillette WY
160,Karlstad,SE,57.76,scattered clouds,59.3793,13.5036,Scandic Karlstad City
161,Isangel,VU,79.12,scattered clouds,-19.55,169.2667,Tanna Lodge
163,Hovd,MN,42.08,clear sky,48.0056,91.6419,Hotel Khovd
164,Cockburn Town,TC,77.5,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
165,Haines Junction,CA,19.35,overcast clouds,60.7522,-137.5108,Parkside Inn
166,Hirara,JP,70.16,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
167,Ketchikan,US,37.38,clear sky,55.3422,-131.6461,Snow's Cove Lodge
168,Katsuura,JP,52.74,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
169,Rio Verde De Mato Grosso,BR,83.73,clear sky,-18.9181,-54.8442,Quedas Palace Hotel
171,Meulaboh,ID,78.8,scattered clouds,4.1363,96.1285,Kost Pria
172,Santa Cruz De Tenerife,ES,83.8,clear sky,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
173,Mwense,ZM,69.03,moderate rain,-10.3845,28.698,Mwense Council Guest House
174,Biograd Na Moru,HR,66.9,few clouds,43.9433,15.4519,Villa Maimare
175,Wuwei,CN,44.53,overcast clouds,37.9281,102.6414,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
176,Aleppo,SY,65.71,scattered clouds,36.25,37.5,أمل دوريش
178,Grand Gaube,MU,79.2,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
179,Moindou,NC,71.82,clear sky,-21.6924,165.677,Equi-lodge de Moindou
180,Mar Del Plata,AR,65.88,heavy intensity rain,-38.0023,-57.5575,Gran Hotel Mar del Plata
181,Kavaratti,IN,84.45,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
182,Bongaree,AU,65.05,broken clouds,-27.0797,153.1586,The Gums Anchorage
183,Kodiak,US,38.71,overcast clouds,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
184,Faanui,PF,81.43,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
